;count;mean;std;min;25%;50%;75%;max
hist_26;12000.0;0.002309686348328708;0.003061586518929772;0.0;0.001059569475;0.002089064;0.0033478224;0.2563892
hist_27;12000.0;0.002132265721540708;0.0016936440416364957;0.0;0.000887805595;0.0019028607;0.0031643931;0.050558448
hist_28;12000.0;0.0021920324080303773;0.0024388335434002437;0.0;0.000964478525;0.0019071769500000001;0.0030354998250000003;0.12907901
hist_29;12000.0;0.0028312753180885584;0.001964236024522249;0.0;0.001671081875;0.0027806702;0.003872741525;0.106511325
hist_30;12000.0;0.0022528615342474836;0.0018990382774413382;0.0;0.0009381725725;0.0020312389;0.0034400726;0.06023621
hist_31;12000.0;0.0022490003860804334;0.0019081746337088054;0.0;0.0008595851;0.00195937675;0.003692515625;0.06442308
hist_32;12000.0;0.0024286996293505668;0.002386079467569247;0.0;0.0010036892;0.002158717;0.003784918525;0.10594127
hist_33;12000.0;0.007366789583924166;0.01185323251974366;0.0;0.003893078325;0.0052458420000000006;0.007026878449999999;0.36411735
hist_34;12000.0;0.0023420674085119;0.0025122708948788993;0.0;0.000943759875;0.0020542946;0.0037206341250000004;0.1885631
hist_35;12000.0;0.002442236456841133;0.0032153584435144437;0.0;0.001070422925;0.0021570122;0.003485762375;0.24923322
hist_36;12000.0;0.0022145825838041752;0.001813100658995653;0.0;0.0009501752125000001;0.001953125;0.0030337021999999997;0.041759748
hist_37;12000.0;0.005745340899156486;0.007196355220271801;0.0;0.0025062638;0.0040198881499999995;0.005106288375;0.13397352
hist_38;12000.0;0.0026954061165644335;0.0017862162522352181;0.0;0.0013448445;0.0025610793500000003;0.00388335635;0.07151064
hist_39;12000.0;0.0022025900148267;0.0017783904857743996;0.0;0.000772892175;0.0018580781499999998;0.0036843273499999997;0.05161533
hist_40;12000.0;0.0021334488025153415;0.0018370259610629197;0.0;0.000744788765;0.0017463693500000001;0.0036751233249999998;0.06612723
hist_41;12000.0;0.0034882634203261833;0.005120173985534359;0.0;0.001791194375;0.00299858595;0.00423411575;0.32304043
hist_42;12000.0;0.0022170088406889164;0.002534519955261824;0.0;0.0008381727449999999;0.00186706015;0.0036473166749999997;0.2103238
hist_43;12000.0;0.0023724655857821414;0.001878937668643251;0.0;0.00081772029;0.0022615632;0.003337608375;0.029761646
hist_44;12000.0;0.0026182364936827834;0.0026388795448269923;0.0;0.0014203135;0.0026879119999999998;0.003440181575;0.21030681
hist_45;12000.0;0.002967890189926391;0.004366455523870956;0.0;0.0013713196;0.0024889425;0.0038232765;0.14833827
hist_46;12000.0;0.002486423218919961;0.001908357731471922;0.0;0.001171742425;0.00241604865;0.00371535845;0.07331497
hist_47;12000.0;0.003334347200208825;0.013100729171337857;2.6902524e-06;0.001487271575;0.0030320601;0.003730673225;0.82078475
hist_48;12000.0;0.0022787384438967833;0.0019380951308281271;0.0;0.0008048411375;0.0019893292;0.0035814436;0.052890625
hist_49;12000.0;0.004830042758081108;0.0072060717458988935;0.0;0.002973394275;0.00390357365;0.005511375675;0.26188982
hist_50;12000.0;0.0030525787910553525;0.002744800878620632;0.0;0.0017089844;0.0029082843000000002;0.003939501874999999;0.10752604
hist_51;12000.0;0.0027749492830179;0.00240573883324031;0.0;0.0016921699;0.0027901786;0.00344074875;0.077885024
hist_52;12000.0;0.004112403810931176;0.0036923901379591075;0.0;0.002659700875;0.0036398755500000003;0.0048959821;0.23721737
hist_53;12000.0;0.0028861953475118776;0.0022853329137158757;0.0;0.0017512877999999999;0.0029207399;0.0036785104;0.10091031
hist_54;12000.0;0.002547780360595;0.0019036240445131627;0.0;0.0014484166500000001;0.0025649725999999998;0.00330984015;0.057585146
hist_55;12000.0;0.002384008194183858;0.0021480646496107036;0.0;0.001195176675;0.00239090125;0.0031652282500000003;0.10192871
hist_56;12000.0;0.002338764242470983;0.001959052859741819;0.0;0.001151067325;0.0022587896499999998;0.003044805725;0.07508244
hist_57;12000.0;0.003101745511828759;0.00259289348822833;0.0;0.0020570785;0.003184362;0.003932409;0.15413
hist_58;12000.0;0.0027426983411549585;0.0017488139093895993;0.0;0.0017728201;0.002881172;0.003450272525;0.04638898
hist_59;12000.0;0.002440506137697775;0.00177700819571672;0.0;0.0012408688;0.0023879452;0.0035219620999999996;0.0636213
hist_60;12000.0;0.003322374431189984;0.00421466919595137;0.0;0.001716165;0.0033428888;0.003899207875;0.05007743
hist_61;12000.0;0.002883353027122117;0.005242060146113691;0.0;0.0016172742250000001;0.0027487849500000003;0.00384481045;0.14666258
hist_62;12000.0;0.002522117430083667;0.0017868526697307977;0.0;0.0013714678749999999;0.00249455725;0.003241451925;0.048201498
hist_63;12000.0;0.0023142659023606916;0.0019042839269103403;0.0;0.0010378837500000001;0.0022064863000000002;0.0035032875;0.07927971
hist_64;12000.0;0.00250618975034075;0.005310281168917692;0.0;0.001098540675;0.0024287082;0.003457867625;0.49243927
hist_65;12000.0;0.005761522501903434;0.0048155551981643435;3.5870032e-06;0.00314165855;0.0043791985000000005;0.0065991576;0.08249365
hist_66;12000.0;0.004193948752095366;0.004066618299033465;0.0;0.0027246219499999997;0.0038695594;0.0043322609249999994;0.21292208
hist_67;12000.0;0.00314111892429185;0.0035983123926510686;0.0;0.0017826648750000002;0.0029990247;0.0037143244;0.16740794
hist_68;12000.0;0.0035655270372549996;0.002614788476568501;0.0;0.002355067;0.0032250922;0.003922012549999999;0.1300958
hist_69;12000.0;0.0048060928895449105;0.005004158082947104;0.0;0.0030453382;0.0040156315;0.0050629340999999994;0.15841483
hist_70;12000.0;0.006791490186872335;0.006952515475431715;4.8440603e-07;0.003218796125;0.0040845051;0.008315110375;0.21000089
hist_71;12000.0;0.0031765210308578916;0.002013053447241861;0.0;0.002218794375;0.00328942745;0.00380354925;0.06133832
hist_72;12000.0;0.0028919076849761418;0.0023371098959090886;0.0;0.0016500611;0.0028490814;0.0036352961;0.071935154
hist_73;12000.0;0.0048712852439224755;0.010009697989025415;0.0;0.00212838085;0.0032263944;0.00415064495;0.3465464
hist_74;12000.0;0.003168911185958842;0.0028917947412364525;0.0;0.0018208748;0.00328841395;0.00378240165;0.19553319
hist_75;12000.0;0.002242936295556125;0.0029140217628183256;0.0;0.000953002625;0.0020303345;0.0036329046749999996;0.21873407
hist_76;12000.0;0.0022110220782474333;0.0015109604692569157;0.0;0.000973722385;0.0021254595;0.0035813244500000002;0.035673946
hist_77;12000.0;0.0034071685900226834;0.002642918406025741;9.358529e-07;0.002081679975;0.0032051282;0.004125386;0.14779855
hist_78;12000.0;0.003977941951323619;0.002809514681118468;4.8440603e-07;0.0027259862;0.0034524584;0.0043945312;0.09447965
hist_79;12000.0;0.0026981927780262253;0.0017742643165926386;0.0;0.001535068125;0.0026949176999999996;0.00356236435;0.07048777
hist_80;12000.0;0.002508877902582761;0.0026192030712260356;0.0;0.0013458994;0.00221437845;0.00346473325;0.080324985
hist_81;12000.0;0.005511768453445517;0.004050131086151459;1.7935016e-06;0.0036435818249999996;0.00499400005;0.0067963237;0.25967407
hist_82;12000.0;0.002931574855227417;0.00192899928984208;0.0;0.001721831025;0.0031108862;0.00363473645;0.050466526
hist_83;12000.0;0.0029890866556889187;0.00231681342787242;0.0;0.001881391625;0.00302963365;0.00365666675;0.11067261
hist_84;12000.0;0.003822249930186561;0.0020822352350285795;0.0;0.002855601175;0.0034101652;0.004189678;0.033951472
hist_85;12000.0;0.003168573860005753;0.0028435549612931105;0.0;0.00226215555;0.0032209044000000003;0.003917437875;0.25550604
hist_86;12000.0;0.003999292483907433;0.007329671316304261;0.0;0.002563678425;0.00338695285;0.00411625525;0.37422264
hist_87;12000.0;0.003420576763916033;0.0019092504717421461;0.0;0.0023202116;0.00336301455;0.003960413;0.040743314
hist_88;12000.0;0.0031153596348873335;0.0021807051368330065;0.0;0.002072994925;0.0033121591499999997;0.0038062651;0.12988745
hist_89;12000.0;0.002794205362300333;0.0018742005597740003;0.0;0.001611279475;0.0025993004;0.0038871189500000003;0.06831669
hist_90;12000.0;0.0028453917563445834;0.0017212425730655572;0.0;0.0016363903;0.0030454365;0.00371319705;0.032882385
hist_91;12000.0;0.002203260446638167;0.0015995726633862568;8.967508e-07;0.0009020318249999999;0.0019838096499999996;0.003609904475;0.044598587
hist_92;12000.0;0.0023944741425122773;0.0015786205678720042;0.0;0.001382239625;0.00241978105;0.0035057034250000002;0.07105261
hist_93;12000.0;0.0026234031832209166;0.0018934226502079821;0.0;0.0013929925;0.00254421635;0.003784670975;0.05836684
hist_94;12000.0;0.0028645927457430914;0.0024598336076209525;0.0;0.0016512399249999999;0.0030922345;0.003659358025;0.055914856
hist_95;12000.0;0.0026275589050390835;0.0015725188507168622;0.0;0.0014459823999999999;0.00288454375;0.0036882545499999997;0.07225263
hist_96;12000.0;0.003421357049447752;0.002784012518643075;0.0;0.0021891107250000003;0.0033338212;0.0037951204250000004;0.0747044
hist_97;12000.0;0.002897907298311442;0.004346451678314434;0.0;0.00132102225;0.0025000987499999997;0.00385201425;0.3638248
hist_98;12000.0;0.005012103486389184;0.004671417957783118;0.0;0.003125432;0.00364304915;0.00470967455;0.05174279
hist_99;12000.0;0.0026370412517511105;0.0017947700429786165;0.0;0.0013871647;0.0025738693;0.003365104275;0.04936676
hist_100;12000.0;0.003682824224111267;0.007789243877215842;0.0;0.00230289025;0.00299193185;0.00390405175;0.6127029
hist_101;12000.0;0.004322199566241377;0.002798975400830774;0.0;0.0030581814249999997;0.0038959743;0.00441902725;0.03409091
hist_102;12000.0;0.007503006595803716;0.008495734738612256;3.8752482e-06;0.0030589021;0.00427718135;0.0075334823;0.0798374
hist_103;12000.0;0.003441886420094125;0.0024341900551319057;0.0;0.002456119025;0.0032665326999999997;0.003925718275;0.06824693
hist_104;12000.0;0.0028056328674529946;0.0021266533817972193;0.0;0.0015359431;0.0028685898;0.003521799975;0.0758644
hist_105;12000.0;0.004371771681506025;0.002780963157446812;0.0;0.00303034875;0.003958392;0.004974735525;0.0642636
hist_106;12000.0;0.005031361504986375;0.004981394106578638;0.0;0.002993421775;0.00358857065;0.004739865;0.04695012
hist_107;12000.0;0.0034918640890427943;0.0023666298318793144;0.0;0.00228828685;0.0033482143;0.0041467331;0.08171533
hist_108;12000.0;0.0022502462932724584;0.0018815528995180864;0.0;0.0010853332750000002;0.00220618595;0.0030560978999999997;0.08286479
hist_109;12000.0;0.004354763409049809;0.003099447909847408;0.0;0.0029826886;0.0035852629;0.0044042835;0.06378477
hist_110;12000.0;0.003096200938334042;0.0023773064464162794;0.0;0.0017903646;0.00283427295;0.003737053;0.10097634
hist_111;12000.0;0.004798606886944141;0.004958275139777042;0.0;0.0028924783749999998;0.0034542595;0.004488922175;0.06581022
hist_112;12000.0;0.005516232112424825;0.005932665783514011;1.453218e-06;0.002994313;0.0036903609999999996;0.0047718394;0.064931236
hist_113;12000.0;0.003930251789125842;0.0023384178151936537;0.0;0.002790857275;0.0036980123;0.00450523925;0.043792725
hist_114;12000.0;0.0022683823682175834;0.009967296152693268;0.0;0.00078050012;0.001717177;0.00328528875;0.44299245
hist_115;12000.0;0.005612673677087909;0.00528284773081207;1.453218e-06;0.003221476075;0.00390625;0.00534714585;0.13389781
hist_116;12000.0;0.0049556801102717185;0.010654866494754634;4.8440603e-07;0.00294666745;0.0035890758;0.004527403325;0.4511294
hist_117;12000.0;0.008271165024246335;0.006348002067448543;4.483754e-06;0.0038949044250000003;0.0056336558;0.010799632;0.055059522
hist_118;12000.0;0.005472322298138495;0.0034219810981433985;0.0;0.0033320730749999998;0.00425073475;0.006846214;0.06948998
hist_119;12000.0;0.0025752925053859747;0.001629538049705955;0.0;0.0016110790499999999;0.00251069505;0.003294494725;0.04192659
hist_120;12000.0;0.002748163452262408;0.002745993470101658;0.0;0.001391950725;0.0025777427;0.0036279468;0.15256518
hist_121;12000.0;0.0029041454932284415;0.0018956788734790517;0.0;0.00185306935;0.0027767117;0.003846884675;0.07338689
hist_122;12000.0;0.0026216438483653835;0.0017556693505314793;0.0;0.001430372025;0.00264282395;0.0033318463;0.043772977
hist_123;12000.0;0.0020655028366706584;0.0016157510790833524;0.0;0.0007572988175;0.0018002684;0.0034746245;0.04461005
hist_124;12000.0;0.0023684431454337415;0.004971919988983988;0.0;0.0007224363199999999;0.0019548318999999996;0.00317415035;0.3421201
hist_125;12000.0;0.002490249375857458;0.0017847802209690988;0.0;0.001377615625;0.0022837089;0.00375444725;0.05998981
hist_126;12000.0;0.002703580947511617;0.0015907061911381967;0.0;0.001723381525;0.00287209475;0.0034905502;0.03418216
hist_127;12000.0;0.0022611480281384162;0.0017753780164455337;0.0;0.0010703385999999999;0.0020249463;0.003467636625;0.09069645
hist_128;12000.0;0.00218622595084435;0.0018186152208768877;0.0;0.0008834521100000001;0.0018793710500000001;0.0033439913;0.057462465
hist_129;12000.0;0.004659555469093166;0.0050527911836581885;0.0;0.002853294825;0.0038836705;0.0054603741249999995;0.22875887
hist_130;12000.0;0.0028793955025817335;0.0037274915445169358;0.0;0.001479143325;0.0026179899999999997;0.0038653492;0.13789308
hist_131;12000.0;0.002198159702613383;0.0018604660514456816;0.0;0.000826953125;0.0018766059;0.0036286974249999998;0.07156301
hist_132;12000.0;0.005471533420610658;0.004681178898519534;0.0;0.003112615875;0.003911397299999999;0.007538003175;0.18102074
hist_133;12000.0;0.0029830793708144916;0.0017150414775750505;0.0;0.001835745475;0.00313909125;0.003951409;0.03357137
hist_134;12000.0;0.004696660463970008;0.004254664855001014;0.0;0.002722512675;0.0036240064;0.005711606;0.07519531
hist_135;12000.0;0.0021798683012583;0.0015840827307798905;0.0;0.00095339975;0.0020571512;0.0030285024250000002;0.027538547
hist_136;12000.0;0.0019385434348243085;0.0016713915730945034;0.0;0.000623646105;0.0015890409;0.0033856198750000003;0.06936018
hist_137;12000.0;0.0027854217072731083;0.0027586662350236805;0.0;0.0015777588;0.0026852637;0.003869629;0.19790873
hist_138;12000.0;0.0059708563657778;0.005555695916563359;0.0;0.003058370775;0.0040077459999999995;0.007727178975;0.0702352
hist_139;12000.0;0.002195525658652825;0.0021646106404298706;0.0;0.0010661462499999999;0.002175724;0.0029696579500000002;0.14341837
hist_140;12000.0;0.012994230836182332;0.014948321113232138;0.0;0.00319194975;0.0052851957;0.019881127;0.09198695
hist_141;12000.0;0.0022135694599413583;0.0018085812264169387;0.0;0.0011160715;0.0020109478;0.003570397725;0.10015293
hist_142;12000.0;0.005504059261317508;0.005016193386734792;0.0;0.002791495025;0.003921885;0.0071814800000000005;0.09393973
hist_143;12000.0;0.0018565444668406667;0.0013990699352921033;0.0;0.00068523095;0.0016338186;0.00285163025;0.033694644
hist_144;12000.0;0.0018695185488450002;0.001606285836065046;0.0;0.0006529620825000001;0.0015446217000000002;0.002983222775;0.08080959
hist_145;12000.0;0.0034740766842216693;0.01011673248262659;0.0;0.0013793276;0.0026556319;0.00391628575;0.53621835
hist_146;12000.0;0.00187095984331565;0.0015636784937703237;0.0;0.000536979725;0.00165147265;0.003203530775;0.029491736
hist_147;12000.0;0.0018971534583986083;0.002364399639010144;0.0;0.0005414114675;0.0015750509499999998;0.003482405425;0.1950105
hist_148;12000.0;0.0018517483351263332;0.0016037592328149678;0.0;0.0006491225925;0.0016410864;0.00302715785;0.100216776
hist_149;12000.0;0.002121752026201625;0.0017665126352562925;0.0;0.0009948001;0.00185918505;0.003517054975;0.09420956
hist_150;12000.0;0.002004698212000183;0.0015529070782398042;0.0;0.00076565294;0.00182823885;0.00318078605;0.040743098
hist_151;12000.0;0.0018600405813426332;0.0015353412055467467;0.0;0.0005678566;0.0015768548;0.003301266125;0.05016337
hist_152;12000.0;0.0018046533918110667;0.0017229230308201339;0.0;0.00048604142;0.0014749284;0.0032614074999999998;0.077734224
hist_153;12000.0;0.0022129826783110836;0.001723516173870276;0.0;0.000966166105;0.0018272425500000002;0.0035249525;0.033631552
hist_154;12000.0;0.0019000283540721084;0.0017348993615048391;0.0;0.0005952459;0.0017475329;0.002842813725;0.0838567
hist_155;12000.0;0.0017742435133928749;0.0015426927108479298;0.0;0.000489918925;0.0015469183;0.0030408988;0.037835304
hist_156;12000.0;0.0017216024666098998;0.0015103105796444333;0.0;0.0004900482875;0.0014713473000000001;0.0027078921749999997;0.05422621
hist_157;12000.0;0.002051288889438283;0.0014357107571108417;0.0;0.0008949915775;0.0017722404;0.00350994065;0.027485937
hist_158;12000.0;0.0018081959067971585;0.0013701284103023676;0.0;0.000511504175;0.00160454865;0.0032262937;0.023822581
hist_159;12000.0;0.0018170038494848668;0.0015728411066557675;0.0;0.000470019685;0.001526656;0.0029874037249999997;0.04546118
hist_160;12000.0;0.001834706175286917;0.0015582599681485062;0.0;0.00047558892;0.0015940638;0.0031498626;0.033317197
hist_161;12000.0;0.002489181752360392;0.002066522794366605;0.0;0.0010763969249999999;0.002078542;0.0036776396750000002;0.099943794
hist_162;12000.0;0.002246383722752442;0.0014534359054770025;0.0;0.001147370625;0.0022005815;0.003408985825;0.04864737
hist_163;12000.0;0.0018453014670532497;0.0015284662861588469;0.0;0.00052315847;0.0015538232;0.00326734;0.049725648
hist_164;12000.0;0.0019794005855305356;0.001868131612004612;0.0;0.00080900406;0.0018990518;0.0028025979249999998;0.1327926
hist_165;12000.0;0.002113076064086258;0.0015837830637674445;0.0;0.0009347691525;0.0018048224500000001;0.0035314618;0.05233458
hist_166;12000.0;0.0019122524635663833;0.001772182746048074;0.0;0.0007164177400000001;0.00173226625;0.003012730125;0.07549711
hist_167;12000.0;0.0017487049266556914;0.0013835613329453574;0.0;0.0005071814;0.0014513237999999999;0.0030541303;0.027836286
hist_168;12000.0;0.0019034522019244998;0.007224652877566138;0.0;0.0004539840425;0.0014803446;0.003182479375;0.49080288
hist_169;12000.0;0.002209515012233967;0.0034842237588382013;0.0;0.00101479405;0.0018804269;0.00351538515;0.24928612
hist_170;12000.0;0.0017611321122180167;0.0013996258238125612;0.0;0.0004772313925;0.0014875202;0.0029997183;0.029709555
hist_171;12000.0;0.0018305045385229998;0.0016305581146498975;0.0;0.000514010825;0.00156001735;0.003119722375;0.041181006
hist_172;12000.0;0.0018827689710745918;0.0028501119965186885;0.0;0.000501980775;0.0015211733;0.0030148910500000002;0.21027239
hist_173;12000.0;0.002089371665961903;0.0017692556513069259;0.0;0.0008561542375;0.00180053815;0.0035332924500000003;0.08199654
hist_174;12000.0;0.0017581686918521334;0.0022009959352527913;0.0;0.00045299479750000003;0.0015713462;0.0028390265;0.17865278
hist_175;12000.0;0.0017566842030900915;0.001429045236209051;0.0;0.000502903375;0.00146524465;0.002917802975;0.04495462
hist_176;12000.0;0.00184915323567285;0.001574286281776606;0.0;0.00053953164;0.0015886844499999999;0.0030397975999999997;0.053122055
hist_177;12000.0;0.0024091952737077494;0.0017574356706782602;0.0;0.001200459875;0.00210706555;0.0036592727999999997;0.07520894
hist_178;12000.0;0.0018144764343976418;0.0016705878414509973;0.0;0.000556406125;0.0015300723;0.0031137534749999998;0.06090721
hist_179;12000.0;0.00191809138096875;0.002080333488426457;0.0;0.00053239125;0.0015940947;0.00336421735;0.14732513
hist_180;12000.0;0.0017613787403299834;0.0015086962664384934;0.0;0.0005338874;0.0015273240499999998;0.002857692625;0.044250634
hist_181;12000.0;0.0020507645082346107;0.0014358085127884018;0.0;0.0008840637500000001;0.0017748574;0.0035290078;0.044067856
hist_182;12000.0;0.0018913357962497942;0.001523980889587964;0.0;0.00065040955;0.0016745785499999999;0.00314891935;0.05304121
hist_183;12000.0;0.0021056231277770503;0.001657229160609088;0.0;0.0007584329325;0.0020812128999999997;0.002996698225;0.057870988
hist_184;12000.0;0.002051791565644825;0.0017993139588806234;0.0;0.000844228875;0.0018095128;0.0031221081;0.070820525
hist_185;12000.0;0.0037823772953231583;0.013581329324877673;0.0;0.0016741072;0.002788343;0.00385427545;0.20251065
hist_186;12000.0;0.002035884741292994;0.0014573753842023983;0.0;0.0008877841;0.00195472115;0.00314828795;0.03975246
hist_187;12000.0;0.002115982389469086;0.0017026364162728758;0.0;0.00081272872;0.0019362329999999999;0.00333533735;0.07008953
hist_188;12000.0;0.0019409469562090915;0.0016081953155527102;0.0;0.0006720991249999999;0.0015551528;0.003177521675;0.0323249
hist_189;12000.0;0.00208762243484825;0.001483948971676923;0.0;0.0009433181;0.0018466494999999999;0.0035274167250000004;0.03710636
hist_190;12000.0;0.0019193075792102166;0.0017654163646524162;0.0;0.0005999721;0.00177726815;0.003187876275;0.07310441
hist_191;12000.0;0.0019853089419103833;0.0019098490904461668;0.0;0.0007733077950000001;0.00171564025;0.0033247215249999997;0.1286359
hist_192;12000.0;0.002001445997894575;0.0017129618003811854;0.0;0.00071803;0.0016929112000000001;0.0033433684;0.058964495
hist_193;12000.0;0.005031127227359191;0.004805542677634648;0.0;0.00293927605;0.0044329022999999995;0.0067190927;0.32371807
hist_194;12000.0;0.0028505314994299253;0.0021147400144210775;0.0;0.0013298774;0.0029717572;0.004053904675;0.07242586
hist_195;12000.0;0.0026285881084878084;0.0016285908022491138;0.0;0.0015162893;0.0027770620000000003;0.0037230924;0.044018343
hist_196;12000.0;0.0035678648131319247;0.008104590827448464;0.0;0.00209383915;0.0033392925;0.00398302085;0.7196182
hist_197;12000.0;0.00314343390343955;0.0021625898694118376;0.0;0.001862431125;0.0033589783499999998;0.004111842625;0.042611137
hist_198;12000.0;0.0019165369071903668;0.0014726123397066121;0.0;0.000742930375;0.00159117695;0.0032513311;0.032891218
hist_199;12000.0;0.0032605259483013413;0.00360110670713212;0.0;0.00159159405;0.00320579135;0.003666218175;0.03318914
hist_200;12000.0;0.0032033173769126667;0.0023226422387071385;0.0;0.00201922305;0.00323030985;0.00388608045;0.053921875
hist_201;12000.0;0.002727615689992902;0.002858058763974682;0.0;0.001623403425;0.0026732174500000002;0.003835450575;0.17188405
hist_202;12000.0;0.0024291951676138333;0.002125420277545107;0.0;0.0014763202;0.0025209064;0.0033322162499999997;0.13095294
hist_203;12000.0;0.0018981498617252914;0.0013162785853059332;0.0;0.000793279225;0.0016768606;0.0031143012;0.029631417
hist_204;12000.0;0.0019272517282012415;0.0013674136392282724;0.0;0.0007994307424999999;0.0016575863;0.003080125275;0.03381449
hist_205;12000.0;0.006671493231157059;0.01992770320500734;0.0;0.0016980487750000001;0.0036030359;0.00449169025;0.4108342
hist_206;12000.0;0.001858076999991025;0.0017382251975716586;0.0;0.00070472729;0.001535516;0.002984876625;0.093369916
hist_207;12000.0;0.002054780240685808;0.0015184093357324888;0.0;0.0009736751125;0.00197823075;0.0030783445;0.060807474
hist_208;12000.0;0.001959366542954133;0.0014189313715801568;0.0;0.0008807980999999999;0.0018518873;0.00280322845;0.033733632
hist_209;12000.0;0.002695906440112525;0.0020786980930921108;0.0;0.001561537875;0.0028004367;0.003801532;0.08609022
hist_210;12000.0;0.0020695700102974666;0.0014570092201044954;0.0;0.0009265401175;0.0018769023999999999;0.003272887;0.045813397
hist_211;12000.0;0.0021734942406817083;0.0024054724219751745;0.0;0.001062323;0.0022063045;0.0030933604250000003;0.13342875
hist_212;12000.0;0.002017500037219192;0.001761206576651286;0.0;0.00084412053;0.00177909455;0.0030018309000000003;0.05072178
hist_213;12000.0;0.002147466762309558;0.0014985718698352689;0.0;0.000987759725;0.00193766745;0.00350443;0.05630688
hist_214;12000.0;0.0018047290555182193;0.0017210161133846048;0.0;0.000544832475;0.0014805306499999999;0.0030171202;0.064328335
hist_215;12000.0;0.0020371653534991168;0.0016031400256288945;0.0;0.0008924586875;0.0018990246;0.0029394582;0.05400594
hist_216;12000.0;0.00202873752650265;0.003151715446116472;0.0;0.00078125;0.0016730813;0.002949400125;0.18497272
hist_217;12000.0;0.002623071816248759;0.0028846699176732966;0.0;0.0015092329;0.0026736909;0.0037933525;0.25291884
hist_218;12000.0;0.002001487255524108;0.0018111905424771613;0.0;0.00071964559;0.00173690895;0.003110403475;0.090613164
hist_219;12000.0;0.0018128259783614918;0.0016876045378977017;0.0;0.0006238446675;0.0016156365;0.0027326955;0.09022742
hist_220;12000.0;0.0020536479891415252;0.0013718153161514938;0.0;0.0010832601750000001;0.0019372236;0.00280662775;0.028896281
hist_221;12000.0;0.002343329050219461;0.002079610065176712;0.0;0.0010817359;0.0021009234;0.003529631425;0.06291659
hist_222;12000.0;0.0020808272358954;0.002185366476022099;0.0;0.0006594485624999999;0.0016907973;0.0029549096500000004;0.055250518
hist_223;12000.0;0.0019871617646253586;0.0017608579940925572;0.0;0.00057936733;0.00174945795;0.00357238395;0.075565815
hist_224;12000.0;0.001913081510066386;0.0025443945389683497;0.0;0.000624324025;0.0016442213;0.002888611775;0.21637776
